"annotation_id","annotator","created_at","id","label","lead_time","text","updated_at"
33,"1","2024-05-21T15:24:29.559464Z",35,"[{""start"":0,""end"":6,""text"":""Турция"",""labels"":[""LOC_COUNTRY""]},{""start"":9,""end"":15,""text"":""Китай,"",""labels"":[""LOC_COUNTRY""]},{""start"":50,""end"":56,""text"":""Запада"",""labels"":[""LOC""]},{""start"":64,""end"":70,""text"":""России"",""labels"":[""LOC_COUNTRY""]},{""start"":204,""end"":208,""text"":""США,"",""labels"":[""LOC_COUNTRY""]},{""start"":305,""end"":308,""text"":""КНР"",""labels"":[""LOC_COUNTRY""]},{""start"":311,""end"":317,""text"":""Турции"",""labels"":[""LOC_COUNTRY""]},{""start"":358,""end"":366,""text"":""Россией,"",""labels"":[""LOC_COUNTRY""]},{""start"":494,""end"":501,""text"":""Россией"",""labels"":[""LOC_COUNTRY""]},{""start"":554,""end"":560,""text"":""Россию"",""labels"":[""LOC_COUNTRY""]},{""start"":564,""end"":569,""text"":""Китая"",""labels"":[""LOC_COUNTRY""]},{""start"":641,""end"":647,""text"":""Турции"",""labels"":[""LOC_COUNTRY""]},{""start"":650,""end"":656,""text"":""Россию"",""labels"":[""LOC_COUNTRY""]}]",17.069,"Турция и Китай, которые воспользовались санкциями Запада против России и сильно увеличили поставки ей своих и реэкспортных товаров, в этом году заметно умерили свой торговый пыл. Угроза вторичных санкций США, с которой столкнулись их банки, подорвала экспортный бум. Из-за проблем с платежами компании из КНР и Турции стали все чаще отказываться от работы с Россией, передает Moscow Times (иноагент). С марта текущего года китайские и турецкие банки начали тщательно анализировать транзакции с Россией или вовсе отказались от них. В результате экспорт в Россию из Китая упал в марте на 15,7%, что произошло впервые с июня 2022 года. Экспорт Турции в Россию рухнул в I квартале на треть по сравнению с аналогичным периодом 2023 года. Совокупный российский импорт, который в прошлом году восстановился практически до довоенного уровня, упал в марте 2018 г., по данным ЦБ РФ, на 18% — после стабильного февраля (+0,3%).","2024-05-21T15:24:29.559485Z"
34,"1","2024-05-21T15:24:40.605015Z",36,"[{""start"":10,""end"":19,""text"":""Нью-Йорка"",""labels"":[""LOC_CITY""]},{""start"":35,""end"":62,""text"":""Колумбийского университета,"",""labels"":[""LOC_PLACES""]}]",10.022,"⚡️Полиция Нью-Йорка вошла в здание Колумбийского университета, занятое протестующими, и вывела пропалестинских демонстрантов из созданного ими лагеря протеста. Полиции пришлось проходить через двери, забаррикадированные торговыми автоматами и диванами. Полиция использовала громкие отвлекающие устройства, чтобы усмирить протестующих.","2024-05-21T15:24:40.605037Z"
35,"1","2024-05-21T15:24:46.555785Z",37,"[{""start"":24,""end"":38,""text"":""Рязанский НПЗ."",""labels"":[""LOC_PLACES""]}]",5.061,"Атакован беспилотниками Рязанский НПЗ.","2024-05-21T15:24:46.555809Z"
36,"1","2024-05-21T15:24:58.786492Z",38,"[{""start"":57,""end"":73,""text"":""Курской области:"",""labels"":[""LOC_REGION""]},{""start"":91,""end"":109,""text"":""Медвенском районе,"",""labels"":[""LOC_DISTRICT""]}]",11.401,"Ночью силами ПВО сбит украинский БПЛА самолетного типа в Курской области: его уничтожили в Медвенском районе, заявил губернатор региона Старовойт. Информации о пострадавших и разрушениях нет.","2024-05-21T15:24:58.786515Z"
37,"1","2024-05-21T15:25:07.882673Z",39,"[{""start"":3,""end"":16,""text"":""Рязанском НПЗ"",""labels"":[""LOC_PLACES""]}]",7.963,"На Рязанском НПЗ после ночной атаки БПЛА начался сильный пожар. По информации местных жителей, атака на завод произошла около трех часов утра. В соцсетях сообщают о том, что сначала был слышен сильный гул дронов, а потом произошли два взрыва. Как отмечает Baza в настоящее время на заводе работают сотрудники оперативных служб. По предварительным данным, пострадавших нет.","2024-05-21T15:25:07.882705Z"
38,"1","2024-05-21T15:26:01.730911Z",40,"[{""start"":88,""end"":96,""text"":""Евросоюз"",""labels"":[""LOC""]},{""start"":97,""end"":103,""text"":""Латвия"",""labels"":[""LOC_COUNTRY""]},{""start"":159,""end"":169,""text"":""Казахстане"",""labels"":[""LOC_COUNTRY""]},{""start"":200,""end"":212,""text"":""Байконыре.▪️"",""labels"":[""LOC_CITY""]},{""start"":277,""end"":293,""text"":""Тульской области"",""labels"":[""LOC_REGION""]},{""start"":578,""end"":585,""text"":""Израиля"",""labels"":[""LOC_COUNTRY""]},{""start"":613,""end"":618,""text"":""Рафах"",""labels"":[""LOC_CITY""]},{""start"":621,""end"":633,""text"":""секторе Газа"",""labels"":[""LOC_COUNTRY""]},{""start"":944,""end"":961,""text"":""Тюменской области"",""labels"":[""LOC_REGION""]},{""start"":931,""end"":941,""text"":""реке Тобол"",""labels"":[""LOC""]},{""start"":1012,""end"":1018,""text"":""Россия"",""labels"":[""LOC_COUNTRY""]},{""start"":1068,""end"":1077,""text"":""Харькову."",""labels"":[""LOC_CITY""]},{""start"":1267,""end"":1275,""text"":""Улан-Удэ"",""labels"":[""LOC_COUNTRY""]},{""start"":1278,""end"":1296,""text"":""микрорайоне Бурвод"",""labels"":[""LOC_DISTRICT""]},{""start"":1332,""end"":1338,""text"":""Грузии"",""labels"":[""LOC_COUNTRY""]}]",53.041,"▪️Настя Ивлеева удалила все посты из своих Instagram-аккаунтов.▪️С момента вступления в Евросоюз Латвия получила из еврофондов 17,6 млрд евро.▪️Парад Победы в Казахстане в 2024 году проведут только в Байконыре.▪️На 2 мая запланирована рабочая встреча президента с губернатором Тульской области Алексеем Дюминым. По словам источника BRIEF, данная рабочая встреча неожиданно появилась в графике главы государства накануне инаугурации и на фоне ареста Тимура Иванова.▪️AstraZeneca впервые признала в суде, что её вакцина против Covid может вызывать редкие побочные эффекты.▪️Армия Израиля проведет операцию в городе Рафах в секторе Газа вне зависимости от того, будет ли заключена сделка с ХАМАС об освобождении заложников или нет.▪️Депутат Госдумы Хинштейн предложил проверять ориентацию чиновников перед назначением на пост.▪️Суды по политическим статьям стали конфисковывать имущество в 2-3 раза чаще, чем до СВО.▪️Пики паводка на реке Тобол в Тюменской области сдвинулись на май.▪️Эксперты ООН подтвердили, что Россия использовала северокорейскую ракету для удара по Харькову. Речь идет о баллистической ракете серии «Хвасон-11».▪️МВД предъявило обвинение в мошенничестве гендиректору ОАО ГАК «Оборонпромкомплекс» Геннадию Кушниру. Сумма ущерба — 200 млн рублей.▪️В Улан-Удэ в микрорайоне Бурвод мощный пожар: сгорели 20 домов.▪️В Грузии разгоняли очередную акцию протеста против закона об иноагентах.","2024-05-21T15:26:01.730936Z"
39,"1","2024-05-21T15:26:11.256792Z",41,"[{""start"":89,""end"":94,""text"":""БАМа."",""labels"":[""LOC""]}]",8.552,"Филипп Киркоров окончательно прощен. Выступал, как и Путин, на концерте в честь 50-летия БАМа.","2024-05-21T15:26:11.256812Z"
40,"1","2024-05-21T15:26:34.546895Z",42,"[{""start"":96,""end"":108,""text"":""Воронежской,"",""labels"":[""LOC_REGION""]},{""start"":109,""end"":119,""text"":""Рязанской,"",""labels"":[""LOC_REGION""]},{""start"":120,""end"":132,""text"":""Белгородской"",""labels"":[""LOC_REGION""]},{""start"":135,""end"":152,""text"":""Курской областей,"",""labels"":[""LOC_REGION""]},{""start"":174,""end"":177,""text"":""РФ."",""labels"":[""LOC_COUNTRY""]}]",22.529,"Ночью средства ПВО уничтожили и перехватили 6 украинских БПЛА самолетного типа над территориями Воронежской, Рязанской, Белгородской и Курской областей, заявили в Минобороны РФ.","2024-05-21T15:26:34.546917Z"
41,"1","2024-05-21T15:26:45.922653Z",43,"[{""start"":46,""end"":53,""text"":""Украины"",""labels"":[""LOC_COUNTRY""]},{""start"":217,""end"":222,""text"":""Киева"",""labels"":[""LOC_CITY""]},{""start"":273,""end"":276,""text"":""США"",""labels"":[""LOC_COUNTRY""]},{""start"":350,""end"":357,""text"":""Украине"",""labels"":[""LOC_COUNTRY""]}]",10.339,"НАТО потерпела ряд неудач в вопросе поддержки Украины и должна пересмотреть механизмы оказания этой помощи, заявил генсек альянса Йенс Столтенберг агентству Reuters. В качестве крупнейших провалов в вопросе поддержки Киева он назвал большую задержку в одобрении конгрессом США нового пакета помощи и тот факт, что европейские члены НАТО предоставили Украине намного меньше артиллерийских снарядов, чем обещали.","2024-05-21T15:26:45.922676Z"
42,"1","2024-05-21T15:27:05.316528Z",44,"[{""start"":6,""end"":9,""text"":""США"",""labels"":[""LOC_COUNTRY""]},{""start"":160,""end"":163,""text"":""США"",""labels"":[""LOC_COUNTRY""]},{""start"":392,""end"":395,""text"":""США"",""labels"":[""LOC_COUNTRY""]},{""start"":541,""end"":544,""text"":""США"",""labels"":[""LOC_COUNTRY""]},{""start"":653,""end"":660,""text"":""России."",""labels"":[""LOC_COUNTRY""]},{""start"":748,""end"":756,""text"":""Японией,"",""labels"":[""LOC_COUNTRY""]},{""start"":757,""end"":766,""text"":""Францией,"",""labels"":[""LOC_COUNTRY""]},{""start"":767,""end"":782,""text"":""Великобританией"",""labels"":[""LOC_COUNTRY""]},{""start"":785,""end"":793,""text"":""Канадой."",""labels"":[""LOC_COUNTRY""]},{""start"":859,""end"":862,""text"":""США"",""labels"":[""LOC_COUNTRY""]}]",18.509,"Сенат США одобрил законопроект о введении запрета на импорт российского низкообогащенного урана, сообщил Bloomberg. Документ направлен на подписание президенту США Джо Байдену. Ограничение будет действовать до 2040 года. Закон вступит в силу через 90 дней после его вступления в силу. Согласно документу, в течение действия ограничения допускаются отступления — до января 2028 года Минэнерго США сможет выдавать разрешения на импорт в случае, если другие источники поставок отсутствуют. В январе 2024 года в управлении по ядерной энергетике США сообщили, что намерены производить вместе с союзниками низкообогащенный уран, чтобы не зависеть от поставок России. По словам главы управления Кэтрин Хафф, совместное производство планируется наладить с Японией, Францией, Великобританией и Канадой. В настоящий момент доля российских поставок в атомной энергетике США составляет около 20%.","2024-05-21T15:27:05.316552Z"
43,"1","2024-05-21T15:27:20.878826Z",45,"[{""start"":210,""end"":217,""text"":""Лондоне"",""labels"":[""LOC_CITY""]},{""start"":343,""end"":358,""text"":""Великобритании."",""labels"":[""LOC_COUNTRY""]}]",8.678,"Международная группа страховщиков пожаловалась, что ограничение цен на российскую нефть, введённое странами G7, в действительности привело к усилению теневого рынка морских перевозок. Заявление базирующегося в Лондоне международного клуба страховщиков International Group of P&I Clubs во вторник было представлено на парламентских слушаниях в Великобритании. По мнению страховщиков, рост теневых рынков является прямым следствием введения санкционного режима, который налагает жёсткие обязательства по соблюдению его требований на организации, действующие в рамках G7, в то же время предоставляя свободу действовать законно вне этих рамок.""Таким образом, ограничение цен на нефть становится всё более невыполнимым по мере того, как все больше судов и связанных с ними услуг вовлекаются в эту теневую торговлю"", - говорится в заявлении.По оценке International Group of P&I Clubs, из-за ограничения цены на российскую нефть этот международный клуб уже покинуло порядка 800 танкеров.","2024-05-21T15:27:20.878849Z"
44,"1","2024-05-21T15:27:34.937102Z",46,"[{""start"":7,""end"":10,""text"":""США"",""labels"":[""LOC_COUNTRY""]},{""start"":28,""end"":38,""text"":""Нью-Йорка,"",""labels"":[""LOC_CITY""]},{""start"":701,""end"":708,""text"":""Россию."",""labels"":[""LOC_COUNTRY""]}]",13.09,"Минюст США сообщил о жителе Нью-Йорка, который признал вину в организации схемы по незаконной передаче американских технологий российским компаниям. Речь идет о 36-летнем Николае Григорьеве. Гражданство подсудимого в материале ведомства не уточняется. Ему грозит пять лет лишения свободы. Согласно сообщению американского Минюста, Григорьев признал вину в передаче технологий, связанных с действием электроники, которая используется российскими военными для обслуживания беспилотников. По организованной Николаем Григорьевым схеме было передано технологий на $270 тыс. При обысках в его доме были обнаружены более 11,5 тыс. электронных компонентов. Следствие считает, что их планировалось отправить в Россию.","2024-05-21T15:27:34.937123Z"
45,"1","2024-05-21T15:27:41.633893Z",47,"[{""start"":138,""end"":141,""text"":""РФ."",""labels"":[""LOC_COUNTRY""]}]",5.706,"Сергей Шойгу провел совещание в штабе Объединенной группировки войск и заслушал доклады по обстановке в зоне СВО, рассказали в Минобороны РФ. Министр обороны заявил, что для поддержания требуемых темпов наступления и наращивания состава группировок в зоне СВО нужно повышать объемы и качество поставляемых в войска вооружения и военной техники, в первую очередь средств поражения. После совещания Шойгу показали и новые средства борьбы с беспилотниками ВСУ.","2024-05-21T15:27:41.633915Z"
46,"1","2024-05-21T15:27:48.456028Z",48,"[{""start"":143,""end"":165,""text"":""Комсомольска-на-Амуре."",""labels"":[""LOC_CITY""]}]",6.062,"На ТВ сейчас увидел новый канцеляризм, маскирующий неприятное явление – «термическая аномалия». Так там назвали лесные пожары, бушующие вокруг Комсомольска-на-Амуре. @tolk_tolk","2024-05-21T15:27:48.456051Z"
47,"1","2024-05-21T15:28:02.260473Z",49,"[{""start"":2,""end"":19,""text"":""Иркутской области"",""labels"":[""LOC_REGION""]},{""start"":78,""end"":86,""text"":""Братске,"",""labels"":[""LOC_CITY""]},{""start"":256,""end"":263,""text"":""Братск»"",""labels"":[""LOC_CITY""]}]",12.834,"В Иркутской области полиция провела задержания на первомайском митинге КПРФ в Братске, где было объявлено о выдвижении кандидата в мэры города от коммунистов. На пост градоначальника Компартия решила выдвинуть кандидатуру бывшего главреда газеты «Вечерний Братск» Елены Кутергиной, её уволили в 2019 году, как она говорила, из-за «непримиримой позиции в отношении главы города Сергея Серебренникова» (он уже заявился на праймериз «Единой России» в попытке переизбраться).","2024-05-21T15:28:02.260529Z"
48,"1","2024-05-21T15:28:09.096256Z",51,"[{""start"":8,""end"":15,""text"":""Тбилиси"",""labels"":[""LOC_CITY""]}]",2.802,"Ночью в Тбилиси произошли столкновения протестующих с полицией.","2024-05-21T15:28:09.096279Z"
49,"1","2024-05-21T15:28:20.365445Z",52,"[{""start"":38,""end"":44,""text"":""России"",""labels"":[""LOC_COUNTRY""]}]",10.561,"Генпрокуратура и Следственный комитет России убрали слово «мир» из официального лозунга Первомая. Также это сделали Первый канал и ВГТРК. Из федеральных газет только МК упомянул «мир,труд,май».","2024-05-21T15:28:20.365480Z"
50,"1","2024-05-21T15:28:37.780800Z",53,"[{""start"":23,""end"":28,""text"":""Киева"",""labels"":[""LOC_CITY""]},{""start"":40,""end"":52,""text"":""Михайловской"",""labels"":[""LOC_PLACES""]},{""start"":55,""end"":73,""text"":""Софийской площадей"",""labels"":[""LOC_PLACES""]},{""start"":128,""end"":133,""text"":""Киева"",""labels"":[""LOC_CITY""]}]",16.618,"Сообщают, что в центре Киева - в районе Михайловской и Софийской площадей проходят массовые облавы и проверка документов. Центр Киева перекрыт. Украинские медиа пишут,что ищут диверсантов.","2024-05-21T15:28:37.780822Z"
51,"1","2024-05-21T15:28:41.942056Z",54,"[{""start"":8,""end"":23,""text"":""Ростове-на-Дону"",""labels"":[""LOC_CITY""]}]",3.059,"Шойгу в Ростове-на-Дону проводит совещание.","2024-05-21T15:28:41.942097Z"
52,"1","2024-05-21T15:28:56.607860Z",55,"[{""start"":108,""end"":116,""text"":""Донбассе"",""labels"":[""LOC_REGION""]},{""start"":145,""end"":153,""text"":""Украине."",""labels"":[""LOC_COUNTRY""]},{""start"":103,""end"":105,""text"":""РФ"",""labels"":[""LOC_COUNTRY""]}]",13.815,"Главной темой совещания, проведенного Шойгу в штабе СВО, стала подготовка к продолжению наступления ВС РФ в Донбассе и на других направлениях на Украине.","2024-05-21T15:28:56.607886Z"
53,"1","2024-05-21T15:29:04.378073Z",56,"[{""start"":7,""end"":16,""text"":""Шри-Ланки"",""labels"":[""LOC_COUNTRY""]},{""start"":98,""end"":104,""text"":""России"",""labels"":[""LOC_COUNTRY""]}]",6.298,"Власти Шри-Ланки до конца мая продлили срок действия программы по выдаче бесплатных виз гражданам России и ряда других стран.","2024-05-21T15:29:04.378126Z"
54,"1","2024-05-21T15:29:10.439212Z",57,"[{""start"":0,""end"":6,""text"":""Россия"",""labels"":[""LOC_COUNTRY""]},{""start"":9,""end"":15,""text"":""Турция"",""labels"":[""LOC_COUNTRY""]},{""start"":127,""end"":130,""text"":""РФ."",""labels"":[""LOC_COUNTRY""]}]",5.285,"Россия и Турция в ближайшие дни проведут консультации по многосторонним вопросам, стоящим на повестке ООН, сообщили ТАСС в МИД РФ. Какие именно темы и вопросы будут обсуждаться, не уточняется.","2024-05-21T15:29:10.439254Z"
55,"1","2024-05-21T15:29:26.671263Z",58,"[{""start"":326,""end"":333,""text"":""России."",""labels"":[""LOC_COUNTRY""]},{""start"":454,""end"":460,""text"":""России"",""labels"":[""LOC_COUNTRY""]},{""start"":721,""end"":727,""text"":""России"",""labels"":[""LOC_COUNTRY""]}]",15.324,"Брифинг-1. Профсоюзы имеют уникальный шанс получить второе свое рождение,считают западные эксперты. «Поколение Z» — те, кому до 30 лет, — хотят меньше работать и получать хорошую зарплату. Помочь им в этом могут профсоюзы. По мнению российских экспертов, профсоюзное движение получит свое развитие после модернизации власти в России. «В авторитарной модели профсоюзное движение как социальный рычаг плохо развивается,скорее он политизируется. В нынешней России профсоюзы избыточны; интересы бизнеса и власти часто совпадают- инициативы наемных работников будут подавляться». Перспективы у российского профсоюзного движения в ближайшей перспективе будут скорее политическими и повторят пример начала 90х годов. «Сегодня в России профсоюзное движение фактически отсутствует. Власти целевым образом купировали профсоюзы. Заодно полностью перевели праздник 1 мая в формат некого праздника весны. Пользуясь любым поводом, российская власть запретила первомайские демонстрации и маргинализировали социальный характер 1 мая»,считает представитель профсоюзного движения,близкий к КПРФ.  @rusbri","2024-05-21T15:29:26.671287Z"
56,"1","2024-05-21T15:29:52.481669Z",59,"[{""start"":10,""end"":18,""text"":""Киргизии"",""labels"":[""LOC_COUNTRY""]},{""start"":60,""end"":66,""text"":""Москвы"",""labels"":[""LOC_CITY""]},{""start"":145,""end"":148,""text"":""РФ,"",""labels"":[""LOC_COUNTRY""]},{""start"":294,""end"":315,""text"":""Кыргызской Республики"",""labels"":[""LOC_COUNTRY""]},{""start"":318,""end"":334,""text"":""городом Москвой."",""labels"":[""LOC_REGION""]},{""start"":392,""end"":414,""text"":""Кыргызской Республики,"",""labels"":[""LOC_COUNTRY""]},{""start"":454,""end"":461,""text"":""Москве,"",""labels"":[""LOC_CITY""]},{""start"":526,""end"":532,""text"":""Москвы"",""labels"":[""LOC_CITY""]},{""start"":592,""end"":605,""text"":""Кыргызстана»,"",""labels"":[""LOC_COUNTRY""]}]",24.582,"Глава МИД Киргизии Жээнбек Кулубаев и министр правительства Москвы Сергей Черемин обсудили ситуацию с киргизскими трудовыми мигрантами в столице РФ, сообщили в пресс-службе внешнеполитического ведомства республики. В ходе встречи стороны обсудили текущее состояние и перспективы сотрудничества Кыргызской Республики с городом Москвой. Министр Кулубаев отметил значительное количество граждан Кыргызской Республики, осуществляющих трудовую деятельность в Москве, и выразил просьбу оказать максимальное содействие правительства Москвы в создании благоприятных условий для трудовых мигрантов из Кыргызстана», — заявил представитель пресс-службы.","2024-05-21T15:29:52.481689Z"
57,"1","2024-05-21T15:29:59.672411Z",60,"[{""start"":20,""end"":27,""text"":""Тбилиси"",""labels"":[""LOC_CITY""]},{""start"":106,""end"":113,""text"":""Грузии."",""labels"":[""LOC_COUNTRY""]}]",6.187,"Полиция задержала в Тбилиси 63 человека во время акции протеста против закона об иноагентах, сообщает МВД Грузии.","2024-05-21T15:29:59.672435Z"
58,"1","2024-05-21T15:30:24.400918Z",61,"[{""start"":100,""end"":106,""text"":""Кремле"",""labels"":[""LOC_PLACES""]},{""start"":437,""end"":441,""text"":""США,"",""labels"":[""LOC_COUNTRY""]},{""start"":442,""end"":451,""text"":""Германии,"",""labels"":[""LOC_COUNTRY""]},{""start"":452,""end"":460,""text"":""Британии"",""labels"":[""LOC_COUNTRY""]},{""start"":509,""end"":517,""text"":""Украине."",""labels"":[""LOC_COUNTRY""]},{""start"":527,""end"":533,""text"":""Кремле"",""labels"":[""LOC_PLACES""]},{""start"":822,""end"":838,""text"":""Поклонной горе\"","",""labels"":[""LOC_PLACES""]}]",23.712,"Российские власти решили не выставлять трофейную западную военную технику у посольств стран НАТО: в Кремле решили не создавать ""на пустом месте"" новый повод для обострения отношений с Западом.""Изначально всякие ""ястребы"" (как среди парламентариев, так и среди всяких чиновников разного уровня) предлагали поставить все эти танки и боевые машины, которые российские военные захватили в зоне СВО, непосредственно напротив зданий дипмиссий США, Германии, Британии и других государств, оказывающих военную помощь Украине. Однако в Кремле такие намерения довольно быстро и решительно пресекли. В АП дали понять, что ""из-за такой ерунды и бравады создавать повод для разрушения оставшихся каналов связи с Западом никто точно не будет, это даже не обсуждается"". Поэтому выставку трофейной техники в итоге было решено провести на Поклонной горе"", — подчеркивают инсайдеры.@politkremlin","2024-05-21T15:30:24.400942Z"
59,"1","2024-05-21T15:30:38.435046Z",62,"[{""start"":27,""end"":35,""text"":""Украины,"",""labels"":[""LOC_COUNTRY""]},{""start"":44,""end"":51,""text"":""Курской"",""labels"":[""LOC_REGION""]},{""start"":54,""end"":75,""text"":""Белгородской областей"",""labels"":[""LOC_REGION""]},{""start"":76,""end"":78,""text"":""РФ"",""labels"":[""LOC_COUNTRY""]}]",13.037,"Жители нескольких областей Украины, а также Курской и Белгородской областей РФ ночью видели в небе яркую вспышку. По предварительным данным, это мог быть сгоревший в атмосфере метеорит.","2024-05-21T15:30:38.435070Z"
60,"1","2024-05-21T15:30:49.605628Z",64,"[{""start"":0,""end"":9,""text"":""Казахстан"",""labels"":[""LOC_COUNTRY""]}]",4.66,"Казахстан технически будет готов запустить связь OneWeb в 2024 году, сообщили в Минцифры республики. Перед ведомством стоит задача обеспечить 328 населенных пунктов широкополосным интернетом. @asia_korotko","2024-05-21T15:30:49.605650Z"
61,"1","2024-05-21T15:30:56.205023Z",65,"[{""start"":176,""end"":183,""text"":""Турине."",""labels"":[""LOC_CITY""]},{""start"":273,""end"":276,""text"":""РФ."",""labels"":[""LOC_COUNTRY""]}]",5.853,"Министры энергетики стран G7 договорились продолжить работу над полным отказом от импорта российского газа. Об этом сказано в их итоговом заявлении после встречи в итальянском Турине. Они также заверили, что добились прогресса в снижении зависимости от ископаемого топлива РФ.","2024-05-21T15:30:56.205049Z"
62,"1","2024-05-21T15:31:06.405659Z",66,"[{""start"":76,""end"":79,""text"":""США"",""labels"":[""LOC_COUNTRY""]},{""start"":163,""end"":173,""text"":""Пентагона."",""labels"":[""LOC_PLACES""]},{""start"":144,""end"":151,""text"":""Украине"",""labels"":[""LOC_COUNTRY""]}]",9.108,"Подрядчики неохотно заключают многолетние контракты с Министерством обороны США по фиксированным ценам для восполнения вооружений, поставляемых Украине из запасов Пентагона. Об этом сообщается в отчете Контрольно-финансового управления конгресса GAO (Government Accountability Office).","2024-05-21T15:31:06.405681Z"
63,"1","2024-05-21T15:31:29.604963Z",68,"[{""start"":68,""end"":73,""text"":""Сочи."",""labels"":[""LOC_CITY""]},{""start"":168,""end"":182,""text"":""Красная Поляна"",""labels"":[""LOC_PLACES""]}]",18.49,"Александр Лукашенко строит роскошную резиденцию в горах недалеко от Сочи. Об этом сообщает агентство Белсат.  Резиденция будет построена на территории элитного курорта Красная Поляна на участке площадью более 97 тысяч квадратных метров. В планах резиденции- бассейн, кинотеатр, русская и турецкая бани, массажный кабинет и фитнес-центр. Сообщается, что недвижимость была продана Лукашенко в феврале 2022 года.","2024-05-21T15:31:29.604986Z"
64,"1","2024-05-21T15:31:34.096650Z",69,"[{""start"":23,""end"":27,""text"":""Сочи"",""labels"":[""LOC_CITY""]}]",3.666,"Строящаяся недалеко от Сочи резиденция Лукашенко будет оборудована средствами защиты от беспилотников, выяснили журналисты-расследователи.","2024-05-21T15:31:34.096673Z"
65,"1","2024-05-21T15:31:42.899165Z",71,"[{""start"":26,""end"":33,""text"":""Украины"",""labels"":[""LOC_COUNTRY""]},{""start"":36,""end"":42,""text"":""России"",""labels"":[""LOC_COUNTRY""]}]",5.327,"Некоторые пользователи из Украины и России начали получать от Telegram предложение принять участие в анонимном опросе о применении цензуры; у респондентов спрашивают, следует ли блокировать для них пропаганду соседней страны, сообщает Telegram Info.","2024-05-21T15:31:42.899187Z"
66,"1","2024-05-21T15:31:51.156219Z",72,"[{""start"":57,""end"":69,""text"":""АЭС \""Симанэ\"""",""labels"":[""LOC_PLACES""]}]",7.494,"Возгорание произошло в машинном зале второго энергоблока АЭС ""Симанэ"" оператора Chugoku Electric Power, негативного воздействия на окружающую среду не выявлено, сообщает агентство Киодо. Отмечается, что возгорание произошло днем вторника в районе временного распределительного ящика. Причина пока не установлена.","2024-05-21T15:31:51.156242Z"
67,"1","2024-05-21T15:31:58.432841Z",73,"[{""start"":13,""end"":16,""text"":""США"",""labels"":[""LOC_COUNTRY""]},{""start"":75,""end"":83,""text"":""Ереваном"",""labels"":[""LOC_CITY""]},{""start"":86,""end"":91,""text"":""Баку."",""labels"":[""LOC_CITY""]},{""start"":196,""end"":199,""text"":""США"",""labels"":[""LOC_COUNTRY""]}]",6.497,"Госсекретарь США Энтони Блинкен лично участвует в разрешении кризиса между Ереваном и Баку. Такое заявление сделал на брифинге заместитель официального представителя Государственного департамента США Ведант Патель.","2024-05-21T15:31:58.432864Z"
68,"1","2024-05-21T15:32:11.053384Z",75,"[{""start"":47,""end"":53,""text"":""России"",""labels"":[""LOC_COUNTRY""]},{""start"":350,""end"":356,""text"":""России"",""labels"":[""LOC_COUNTRY""]}]",8.052,"Только за январь – февраль 2024 года население России сократилось почти на 130 тысяч человек. В этот период естественная убыль на 27 процентов превысила прошлогодний показатель, сообщает Росстат. Россияне вымирают девять лет подряд, и остановить этот процесс не могут даже триллионные нацпроекты. На фоне движения страны ко дну демографической ямы в России уже год не растёт средняя продолжительность жизни. А на увеличение смертности работают даже изменившиеся предпочтения граждан в алкоголе. @octagonmedia","2024-05-21T15:32:11.053407Z"
69,"1","2024-05-21T15:32:23.692095Z",77,"[{""start"":760,""end"":769,""text"":""Болгарии."",""labels"":[""LOC_COUNTRY""]}]",9.115,"Стало известно об еще одном крупном расследовании о хищении средств Минобороны. МВД ведет расследование в отношении генерального директора и единственного владельца компании «Стройпроекта» (крупный подрядчик Минобороны)  Кирилла Крупенченко. Ему предъявлены обвинения в мошенничестве в особо крупном размере группой лиц по предварительному сговору (ч. 4 ст. 159 УК РФ), пишет ВЧК-ОГПУ. По версии следствия, Крупенченко и «неустановленные лица» воровали на госконтрактах с военным ведомством с 2013 по 2018 год. Ущерб превышает сотни миллионов рублей. Что интересно, сам обвиняемый находится не то, что не в СИЗО – даже не под домашним арестом. Суд отпустил его из-под домашнего ареста на запрет определенных действий. При этом Крупенченко имеет недвижимость в Болгарии. Что касается самого «Стройпроекта» – ФГУП «Главное военно-строительное управление №14» предъявило ему иск на 1,4 млрд рублей в связи с исполнением обязательств в рамках договора подряда.","2024-05-21T15:32:23.692120Z"
70,"1","2024-05-21T15:32:27.710945Z",78,"[{""start"":114,""end"":117,""text"":""РФ,"",""labels"":[""LOC_COUNTRY""]}]",3.254,"Шойгу дал установку улучшить эффективность борьбы с украинскими беспилотниками, которые регулярно атакуют регионы РФ, а также активно применяются ВСУ в зоне СВО.","2024-05-21T15:32:27.710968Z"
71,"1","2024-05-21T15:32:34.873152Z",79,"[{""start"":24,""end"":26,""text"":""РФ"",""labels"":[""LOC_COUNTRY""]},{""start"":86,""end"":94,""text"":""Украины,"",""labels"":[""LOC_COUNTRY""]},{""start"":235,""end"":242,""text"":""России."",""labels"":[""LOC_COUNTRY""]}]",6.409,"Foreign Affairs: власти РФ четко дали понять, что считают россиян, воюющих на стороне Украины, не только предателями, но и дезертирами, поскольку, будучи российскими гражданами, они по закону должны нести военную службу на благо самой России. Подробнее в BRIEFLY.","2024-05-21T15:32:34.873175Z"
